file_name,box.0,box.1,box.2,box.3,text,label
81574683.json,480,433,537,450,7% Kent,answer
81574683.json,335,366,439,380,Pressure Drop,question
81574683.json,337,455,408,471,Plug Wrap,question
81574683.json,334,478,443,496,Plug Wrap Por.,question
81574683.json,337,500,415,517,Comb. Wrap,question
81574683.json,337,524,447,539,Comb. Wrap Por.,question
81574683.json,335,575,439,592,Tobacco Blend,question
81574683.json,334,601,465,616,Filter Production,question
81574683.json,331,623,458,638,Making & Packing,question
81574683.json,332,666,465,682,Sample Requistion,question
81574683.json,473,577,619,593,"production, Barnes",answer
81574683.json,476,623,593,638,"Barnes, Fernald",answer
81574683.json,472,648,489,664,- -,answer
81574683.json,475,668,555,682,T. Skinner,answer
81574683.json,198,662,269,678,code #1746,answer
81574683.json,50,619,120,634,Tear Tape,question
81574683.json,28,718,127,748,Requirements Laboratory,question
81574683.json,198,732,257,749,30 ctns.,answer
81574683.json,179,753,248,771,1100 pks.,answer
81574683.json,310,716,460,733,Laboratory Analysis:,question
81574683.json,328,735,509,794,Moisture analysis Menthol analysis Tar & nicotine analysis,answer
81574683.json,303,799,455,817,Special Requirements,question
81574683.json,22,817,566,881,"1. Cigts. to be packed in white labels printed with ""20 Class A. ATF Auth. #47 sample not for sale, all applicable state taxes paid, and code No. 746.""",answer
81574683.json,21,885,500,928,"2. Cigts. to be inspected, placed in pk. mailers and shipped Inc., for Mkt. Rsh. Study.",answer
81574683.json,459,880,729,959,"Director, Product Development",other

file_name,box.0,box.1,box.2,box.3,text,label
81619486_9488.json,67,108,89,122,TO:,question
81619486_9488.json,68,138,108,153,FROM:,question
81619486_9488.json,450,171,464,184,x,answer
81619486_9488.json,166,237,243,250,GEOGRAPHY,question
81619486_9488.json,67,263,125,276,REGION:,header
81619486_9488.json,298,262,330,275,FULL,question
81619486_9488.json,508,263,553,275,PARTIAL,question
81619486_9488.json,508,312,555,324,PARTIAL,question
81619486_9488.json,298,311,332,325,FULL,question
81619486_9488.json,69,311,128,325,DIVISION:,question
81619486_9488.json,68,203,126,216,SUBJECT:,question
81619486_9488.json,584,336,599,349,12,answer
81619486_9488.json,583,356,597,373,13,answer
81619486_9488.json,585,380,597,394,7,answer
81619486_9488.json,365,311,376,323,X,answer
81619486_9488.json,156,416,253,431,DISTRIBUTION,question
81619486_9488.json,297,509,311,524,70,answer
81619486_9488.json,294,528,313,543,121,answer
81619486_9488.json,660,809,682,911,81619486,other
81619486_9488.json,140,108,205,121,S. P. ZOLOT,answer
81619486_9488.json,447,109,559,123,SUBMISSION DATE,header
81619486_9488.json,141,138,229,156,R. W. Richardson,answer
81619486_9488.json,376,139,422,153,JUNE 29,question
81619486_9488.json,379,169,419,183,AUG 10,question
81619486_9488.json,525,140,571,153,SEPT 21,question
81619486_9488.json,529,169,567,184,NOV 9,question
81619486_9488.json,137,199,525,215,MAVERICK SPECIALS EXPANSION MARKETS PROGRESS REPORT,answer
81619486_9488.json,67,284,430,300,"(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION (S) SCOPE)",other
81619486_9488.json,91,336,186,350,DIVISION NAME:,question
81619486_9488.json,186,338,255,350,Detroit North,answer
81619486_9488.json,189,358,258,372,Detroit South,answer
81619486_9488.json,192,380,261,395,Detroit Central,answer
81619486_9488.json,91,358,187,376,DIVISION NAME:,question
81619486_9488.json,91,380,188,395,DIVISION NAME:,question
81619486_9488.json,298,338,391,350,DIVISION NAME:,question
81619486_9488.json,296,358,391,373,DIVISION NAME:,question
81619486_9488.json,297,379,393,394,DIVISION NAME:,question
81619486_9488.json,393,361,456,373,Detroit East,answer
81619486_9488.json,398,337,460,351,Detroit West,answer
81619486_9488.json,503,336,545,351,# REPS:,question
81619486_9488.json,503,359,544,373,# REPS:,question
81619486_9488.json,501,382,544,395,# REPS:,question
81619486_9488.json,67,443,380,469,Direct Accounts and Chains Headquartered within the Region (15+ Stores) Stocking No Maverick Specials,other
81619486_9488.json,80,482,173,497,Name of Account,question
81619486_9488.json,206,478,249,505,Ind/ Lor Volume,question
81619486_9488.json,272,475,331,505,Number of Stores,question
81619486_9488.json,369,481,459,497,Name of Account,question
81619486_9488.json,494,472,537,503,Ind/ Lor Volume,question
81619486_9488.json,563,477,619,505,Number of Stores,question
81619486_9488.json,68,510,123,524,Meijer Gas,answer
81619486_9488.json,69,531,141,544,Ultra Diamond,answer
81619486_9488.json,208,509,245,521,245/ 19,answer
81619486_9488.json,207,532,244,543,223/ 25,answer
81619486_9488.json,68,698,389,724,Direct Accounts and Chains Headquartered Outside the Region (15+ Stores Stocking No Maverick Specials,other
81619486_9488.json,84,739,173,750,Name of Account,question
81619486_9488.json,205,732,248,757,Ind/ Lor Volume,question
81619486_9488.json,273,731,331,760,Number of Stores,question
81619486_9488.json,373,738,460,749,Name of Account,question
81619486_9488.json,497,730,539,755,Ind/ Lor Volume,question
81619486_9488.json,563,731,620,756,Number of Stores,question
81619486_9488.json,68,952,146,960,,other
81619486_9488.json,621,949,662,959,Page 1 of 3,other

file_name,box.0,box.1,box.2,box.3,text,label
81619511_9513.json,22,87,40,98,TO:,question
81619511_9513.json,22,112,57,125,FROM:,question
81619511_9513.json,142,85,189,99,S.P. Zolot,answer
81619511_9513.json,142,112,192,125,C.J. Leiker,answer
81619511_9513.json,550,142,561,155,☑,answer
81619511_9513.json,22,165,72,178,SUBJECT:,question
81619511_9513.json,122,191,189,204,GEOGRAPHY,header
81619511_9513.json,21,216,67,229,REGION:,header
81619511_9513.json,22,268,71,281,DIVISION:,header
81619511_9513.json,215,216,242,229,FULL,question
81619511_9513.json,264,216,274,227,x,answer
81619511_9513.json,422,216,467,230,PARTIAL,question
81619511_9513.json,215,268,242,281,FULL,question
81619511_9513.json,422,270,467,280,PARTIAL,question
81619511_9513.json,243,453,260,464,23,answer
81619511_9513.json,244,472,257,483,21,answer
81619511_9513.json,246,492,261,503,15,answer
81619511_9513.json,246,510,260,520,17,answer
81619511_9513.json,246,528,261,541,82,answer
81619511_9513.json,514,684,528,695,25,answer
81619511_9513.json,244,686,261,696,31,answer
81619511_9513.json,246,704,261,715,17,answer
81619511_9513.json,246,722,261,735,15,answer
81619511_9513.json,244,742,262,753,39,answer
81619511_9513.json,246,761,261,772,25,answer
81619511_9513.json,244,779,264,790,460,answer
81619511_9513.json,247,797,262,808,79,answer
81619511_9513.json,247,817,261,828,17,answer
81619511_9513.json,246,835,267,849,112,answer
81619511_9513.json,45,930,108,943,MAVPROG.XLS,other
81619511_9513.json,677,781,697,889,81619511,other
81619511_9513.json,458,87,554,100,SUBMISSION DATE,header
81619511_9513.json,381,113,421,124,MAY 19,question
81619511_9513.json,508,113,547,126,AUG 11,question
81619511_9513.json,511,140,547,151,SEP 22,question
81619511_9513.json,385,138,419,149,JUN 30,question
81619511_9513.json,144,165,421,178,MAVERICK SPECIALS MENTHOL- PROGRESS REPORT,answer
81619511_9513.json,22,242,341,256,(ONLY PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE),question
81619511_9513.json,36,293,118,308,DIVISION NAME:,question
81619511_9513.json,38,321,118,332,DIVISION NAME:,question
81619511_9513.json,38,348,117,358,DIVISION NAME:,question
81619511_9513.json,215,295,295,308,DIVISION NAME:,question
81619511_9513.json,214,321,296,332,DIVISION NAME:,question
81619511_9513.json,215,346,297,359,DIVISION NAME:,question
81619511_9513.json,423,295,461,308,# REPS,question
81619511_9513.json,422,320,460,334,# REPS,question
81619511_9513.json,423,346,460,361,# REPS,question
81619511_9513.json,22,374,388,422,DISTRIBUTION DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL,header
81619511_9513.json,31,433,134,447,NAME OF ACCOUNT,question
81619511_9513.json,156,419,203,447,IND. LOR VOLUME,question
81619511_9513.json,222,422,267,447,NO. OF STORES,question
81619511_9513.json,304,433,408,448,NAME OF ACCOUNT,question
81619511_9513.json,432,420,478,447,IND VOLUME,question
81619511_9513.json,497,422,542,447,NO. OF STORES,question
81619511_9513.json,161,453,198,466,139/ 27,answer
81619511_9513.json,163,472,196,485,202/ 22,answer
81619511_9513.json,161,492,198,505,126/ 26,answer
81619511_9513.json,161,508,199,522,176/ 13,answer
81619511_9513.json,163,528,197,542,98/ 17,answer
81619511_9513.json,22,453,121,467,Chatham Oil (311- 01),answer
81619511_9513.json,22,472,126,487,Express Stop (309- 30),answer
81619511_9513.json,22,490,117,506,Fowlers Oil (308 -21),answer
81619511_9513.json,24,508,130,525,Petro Express (313- 07),answer
81619511_9513.json,24,528,123,542,Service Dist. (313- 12),answer
81619511_9513.json,22,623,401,653,DIRECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL,header
81619511_9513.json,32,663,136,680,NAME OF ACCOUNT,question
81619511_9513.json,156,652,201,679,IND LOR VOLUME,question
81619511_9513.json,225,652,269,679,NO. OF STORES,question
81619511_9513.json,304,665,408,680,NAME OF ACCOUNT,question
81619511_9513.json,432,652,481,679,IND LOR VOLUME,question
81619511_9513.json,499,652,543,679,NO. OF STORES,question
81619511_9513.json,291,683,373,700,_7-Eleven ,answer
81619511_9513.json,25,683,124,697,Coastal Mart (210- 06),answer
81619511_9513.json,25,701,102,718,Conoco (524- 10),answer
81619511_9513.json,25,719,116,739,Dairy Mart (417- 47),answer
81619511_9513.json,25,739,92,757,Emro (411- 07),answer
81619511_9513.json,25,758,116,775,EZ Serve (810 76B),answer
81619511_9513.json,25,778,124,793,CVS- Revco (014- 20),answer
81619511_9513.json,27,796,104,813,Rite Aid (209- 07),answer
81619511_9513.json,24,816,112,831,Walgreen (625- 60),answer
81619511_9513.json,24,835,108,850,Walmart (527- 35),answer
81619511_9513.json,539,925,641,943,Page1 of 3 Pages,other

file_name,box.0,box.1,box.2,box.3,text,label
81749056_9057.json,58,123,82,134,TO:,question
81749056_9057.json,61,149,101,162,FROM:,question
81749056_9057.json,61,206,116,223,SUBJECT:,question
81749056_9057.json,438,143,451,155,X,answer
81749056_9057.json,132,334,165,351,None,answer
81749056_9057.json,70,240,157,251,DISTRIBUTION,header
81749056_9057.json,96,617,140,628,PACKING,question
81749056_9057.json,309,610,323,624,%,question
81749056_9057.json,503,605,514,619,%,question
81749056_9057.json,219,641,239,653,542,answer
81749056_9057.json,219,657,241,667,475,answer
81749056_9057.json,222,672,240,682,479,answer
81749056_9057.json,218,685,241,703,451,answer
81749056_9057.json,304,638,328,650,22%,answer
81749056_9057.json,306,654,329,665,19%,answer
81749056_9057.json,307,670,328,684,19%,answer
81749056_9057.json,307,689,332,699,18%,answer
81749056_9057.json,402,635,424,646,365,answer
81749056_9057.json,402,651,424,664,346,answer
81749056_9057.json,405,669,425,680,371,answer
81749056_9057.json,407,685,426,699,355,answer
81749056_9057.json,497,632,522,644,36%,answer
81749056_9057.json,499,649,521,663,34%,answer
81749056_9057.json,500,682,521,695,35%,answer
81749056_9057.json,499,666,521,679,36%,answer
81749056_9057.json,72,676,100,690,100's,answer
81749056_9057.json,477,534,509,545,2.471,answer
81749056_9057.json,480,563,509,581,"1,020",answer
81749056_9057.json,210,829,231,846,30,answer
81749056_9057.json,203,861,213,874,$,other
81749056_9057.json,289,830,311,841,20,answer
81749056_9057.json,363,829,385,842,30,answer
81749056_9057.json,214,861,236,873,3.00,answer
81749056_9057.json,102,831,142,845,PACKS,question
81749056_9057.json,106,861,161,874,CARTONS,question
81749056_9057.json,197,812,243,826,DORAL,question
81749056_9057.json,280,809,319,822,BASIC,question
81749056_9057.json,354,811,393,823,G.P.C,question
81749056_9057.json,346,920,391,938,12/8/97,other
81749056_9057.json,687,752,715,861,81749056,other
81749056_9057.json,65,77,297,94,12/08/97 09: 01 FAX 1 732 583 8977,other
81749056_9057.json,354,76,559,90,LORILLARD TOE CO NYO - SALES,other
81749056_9057.json,607,74,666,89,002/ 003,other
81749056_9057.json,111,121,176,134,S. P. ZOLOT,answer
81749056_9057.json,109,149,181,160,S. P. McBride,answer
81749056_9057.json,58,178,147,190,AREA REGION:,question
81749056_9057.json,359,141,396,158,DEC 8,question
81749056_9057.json,361,170,400,184,JAN 19,question
81749056_9057.json,436,109,544,124,SUBMISSION DATE,header
81749056_9057.json,525,140,563,155,FEB 23,question
81749056_9057.json,152,203,554,219,MAVERICK SPECIALS NON- MENTHOL- EXPANSION PROGRESS REPORT,answer
81749056_9057.json,159,177,191,187,1/ 20,answer
81749056_9057.json,63,259,550,280,DIRECT ACCOUNTS PROJECTED TO ACCEPT WHICH REFUSED ONE OR MORE PACKING,other
81749056_9057.json,89,302,205,317,NAME OF ACCOUNT,question
81749056_9057.json,235,289,309,316,# OF STORES SUPPLIED,question
81749056_9057.json,323,302,352,327,BOX 80's,question
81749056_9057.json,367,303,415,326,LT. BOX 80's,question
81749056_9057.json,433,304,462,316,100's,question
81749056_9057.json,488,301,517,326,LT. 100's,question
81749056_9057.json,537,303,565,316,K. S.,question
81749056_9057.json,591,297,615,320,LT. K. S.,question
81749056_9057.json,65,533,390,554,TOTAL # OF INDEPENDENT SPECIAL EMPHASIS OUTLETS:,question
81749056_9057.json,70,566,392,584,TOTAL # OF INDEPENDENT NEWPORT #1 CLUB OUTLETS:,question
81749056_9057.json,175,601,285,636,TOTAL # OF SP EMPHASIS OUTLEIS WITH DISTRIBUTION,question
81749056_9057.json,345,597,479,632,TOTAL # OF NUMBER ONE CLUB OUTLETS WITH DISTRIBUTION,question
81749056_9057.json,69,641,121,657,BOX 80's,answer
81749056_9057.json,69,660,143,673,LT. BOX 80's,answer
81749056_9057.json,72,694,116,707,LT. 100's,answer
81749056_9057.json,69,710,96,722,K. S.,answer
81749056_9057.json,72,724,118,739,LT. K. S.,answer
81749056_9057.json,78,756,312,773,COMPETITIVE PROMOTIONAL ACTIVITY,header
81749056_9057.json,68,783,580,804,PREDOMINANT BUYDOWN VALUE OF TARGETED BRANDS (DORAL G. P. C/ BASIC),question
81749056_9057.json,101,874,168,887,(Where Applicable),other
81749056_9057.json,87,926,172,942,Mav- nm- 1. xls,other
81749056_9057.json,584,919,657,933,Page 1 of 2,other
81749056_9057.json,283,859,312,870,$ 2.00,answer
81749056_9057.json,360,857,389,870,$ 3.00,answer

file_name,box.0,box.1,box.2,box.3,text,label
82254638.json,67,112,92,125,TO:,question
82254638.json,67,138,112,152,FROM:,question
82254638.json,303,413,362,427,#CASES,header
82254638.json,304,549,346,566,ITEMS,header
82254638.json,609,108,659,123,7/11/97,answer
82254638.json,221,434,249,454,1,answer
82254638.json,221,454,246,465,,answer
82254638.json,223,468,247,482,,answer
82254638.json,612,451,647,472,,answer
82254638.json,426,598,506,618,29-980-7,answer
82254638.json,547,577,578,592,400,answer
82254638.json,549,608,576,619,400,answer
82254638.json,553,628,577,639,400,answer
82254638.json,608,595,640,616,400,answer
82254638.json,415,813,471,830,7/11/97,answer
82254638.json,324,742,408,762,198-820-0003,answer
82254638.json,50,923,109,938,REQFORM,other
82254638.json,672,792,694,900,82254638,other
82254638.json,651,923,698,938,01/17/97,other
82254638.json,504,239,581,264,Attendence,other
82254638.json,486,282,513,299,140,other
82254638.json,482,339,513,356,250,other
82254638.json,352,381,503,423,,other
82254638.json,219,483,246,494,,other
82254638.json,413,494,445,508,,other
82254638.json,415,468,447,479,,other
82254638.json,608,437,646,451,,other
82254638.json,363,127,480,151,(314)739-8090,other
82254638.json,415,439,449,452,,other
82254638.json,68,165,171,179,DIV. NAME/ NO:,question
82254638.json,207,110,275,125,SAM ZOLOT,answer
82254638.json,211,137,342,154,W. R. KNIGHT - MCA,answer
82254638.json,211,163,306,180,"ST. LOUIS, MO",answer
82254638.json,499,109,595,125,DATE TO CORP:,question
82254638.json,254,218,488,234,1997 SPECIAL EVENT REQUEST FORM,header
82254638.json,68,274,178,289,NAME OF EVENT:,question
82254638.json,70,302,182,316,*DATE OF EVENT:,question
82254638.json,209,274,441,291,Lorillard Metro Golf Outing 1997,answer
82254638.json,209,300,534,359,"September 10, 1997 Marcus Hellenic Spirit Charities Golf Classic September 18, 1997",answer
82254638.json,70,356,255,371,SAMPLES/ ITEMS REQUIRED:,question
82254638.json,272,356,473,373,SAMPLE 10'S (400 PACKS PER CASE),answer
82254638.json,70,440,155,451,NEWPORTKS K.S.,question
82254638.json,70,453,160,466,NEWPORT 100'S,question
82254638.json,70,465,180,480,NEWPORT LTS. KS.,question
82254638.json,70,480,179,493,NEWPORT LTS. 100,question
82254638.json,304,440,379,453,KENT II K.S.,question
82254638.json,304,454,378,465,KENT III 100,question
82254638.json,304,466,364,480,TRUE K.S.,question
82254638.json,306,482,363,493,KENT K.S.,question
82254638.json,304,496,362,509,KENT 100,question
82254638.json,501,439,600,454,KENT GL LTS K.S.,question
82254638.json,500,454,574,467,KENT GL 100,question
82254638.json,420,448,471,468,1,answer
82254638.json,418,473,474,501,1,answer
82254638.json,306,577,401,592,BASEBALL CAP,question
82254638.json,500,549,648,564,QUANTITY REQUIRED,question
82254638.json,307,603,415,620,WATER BOTTLES,question
82254638.json,309,627,491,642,Any Other Items Available,question
82254638.json,73,716,129,729,SHIP TO:,header
82254638.json,71,742,255,757,CUSTOMER SHIPPING NUMBER,question
82254638.json,73,782,146,799,NYO ONLY:,header
82254638.json,71,811,349,826,DATE FORWARDED TO PROMOTION SERVICES:,question
82254638.json,469,694,700,769,,other
82254638.json,74,863,483,882,*PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST.,other
82254638.json,141,883,356,902,CONFIRMATION TO SPZ 9/2/97,other

file_name,box.0,box.1,box.2,box.3,text,label
87533049.json,138,137,177,150,FROM:,question
87533049.json,137,173,162,187,TO:,question
87533049.json,138,214,160,225,cc:,question
87533049.json,423,258,454,271,TRUE,answer
87533049.json,425,309,446,323,N/A,answer
87533049.json,425,335,446,349,N/A,answer
87533049.json,425,362,446,373,N/A,answer
87533049.json,425,487,459,500,$2.00,answer
87533049.json,423,515,466,525,Carton,answer
87533049.json,415,549,637,599,,answer
87533049.json,137,663,221,674,ANALYTICAL,question
87533049.json,228,663,331,674,REQUIREMENTS:,question
87533049.json,655,750,672,830,87533049,other
87533049.json,415,774,509,798,530430,answer
87533049.json,420,802,486,823,1112,answer
87533049.json,268,85,503,100,COUPON CODE REGISTRATION FORM,header
87533049.json,225,131,300,147,J. La Valle,answer
87533049.json,219,170,349,186,S. A. Rapisarldi,answer
87533049.json,218,211,307,243,R. G. Ryan ,answer
87533049.json,186,261,344,276,Brand (s) Applicable,question
87533049.json,187,286,269,300,Media Type,question
87533049.json,187,311,269,325,Media Name,question
87533049.json,179,337,349,350,*Issue Frequency / Year,question
87533049.json,180,362,278,376,* Space / Color,question
87533049.json,189,387,326,400,Coupon Issue Date,question
87533049.json,187,411,364,426,Coupon Expiration Date,question
87533049.json,187,436,306,450,Circulation (#),question
87533049.json,189,461,346,476,Geographical Area (s),question
87533049.json,189,487,285,502,Coupon Value,question
87533049.json,189,513,341,525,Pack and / or Carton?,question
87533049.json,180,538,399,552,* Advertising Creative Title,question
87533049.json,179,587,359,602,Signature of Initiator,question
87533049.json,179,612,293,626,Date Initiated,question
87533049.json,422,612,498,626,"May 3, 1990",answer
87533049.json,423,285,611,298,ON - Carton Instant Redeemable,answer
87533049.json,425,383,458,397,10 / 90,answer
87533049.json,423,408,471,422,6 / 30 / 91,answer
87533049.json,425,436,485,447,"1. 213, 400",answer
87533049.json,423,461,476,474,National,answer
87533049.json,425,535,577,549,True Filter King Carton,answer
87533049.json,349,659,643,672,Break - out separately byl packing as indicated,answer
87533049.json,300,760,468,775,FOR CONTROL USE ONLY :,header
87533049.json,300,785,405,799,Code Assigned,question
87533049.json,300,811,382,824,Job Number,question
87533049.json,142,860,278,873,,other

file_name,box.0,box.1,box.2,box.3,text,label
87672097.json,100,115,145,125,COMPOUND,question
87672097.json,100,147,133,154,SOURCE,question
87672097.json,154,108,226,121,Mapleine,answer
87672097.json,142,139,209,151,Crescent,answer
87672097.json,328,177,361,186,TESTED:,question
87672097.json,497,178,540,185,REPORTED,question
87672097.json,481,138,512,151,B75,answer
87672097.json,337,293,361,303,MALE,question
87672097.json,400,295,433,304,FEMALE,question
87672097.json,401,323,432,332,SOURCE,question
87672097.json,368,289,383,301,X,answer
87672097.json,370,358,377,365,T,question
87672097.json,377,356,384,363,P.,question
87672097.json,359,355,371,367,☑,answer
87672097.json,548,382,575,392,OTHER,question
87672097.json,536,382,548,392,☑,answer
87672097.json,133,467,143,476,1,answer
87672097.json,135,494,144,503,2,answer
87672097.json,135,522,144,529,3,answer
87672097.json,133,551,142,558,4,answer
87672097.json,133,576,142,586,5,answer
87672097.json,222,470,252,483,100,answer
87672097.json,223,494,253,509,100,answer
87672097.json,222,552,250,565,100,answer
87672097.json,222,525,250,537,100,answer
87672097.json,223,579,250,592,100,answer
87672097.json,386,470,420,485,5000,answer
87672097.json,386,497,422,510,6000,answer
87672097.json,386,525,420,541,7200,answer
87672097.json,385,554,422,569,8640,answer
87672097.json,377,578,422,594,10368,answer
87672097.json,94,705,146,715,CONCLUSION:,question
87672097.json,713,741,731,831,87672097,other
87672097.json,566,289,622,302,3/5/81,answer
87672097.json,298,72,498,87,ACUTE TOXICITY IN MICE,header
87672097.json,410,147,466,157,LORILLARD NO,question
87672097.json,600,150,631,159,LOT NO,question
87672097.json,100,175,158,184,DATE RECEIVED,question
87672097.json,175,166,235,179,12 /4 /80,answer
87672097.json,364,168,490,181,3 /12 /81 -3 /24 /81,answer
87672097.json,558,168,621,182,3 /30 /81,answer
87672097.json,603,198,663,211,BC19 -15,answer
87672097.json,533,207,600,216,NOTEBOOK PAGE:,question
87672097.json,181,196,389,211,H. S. Tong & A. A. Poole,answer
87672097.json,99,204,164,214,INVESTIGATOR (S),question
87672097.json,99,232,154,241,SIGNATURE (S),question
87672097.json,187,214,527,256,,answer
87672097.json,99,292,158,302,STRAIN OF MICE,question
87672097.json,163,287,278,301,Swiss- Webster,answer
87672097.json,484,295,544,305,DATE RECEIVED,question
87672097.json,99,322,215,332,AVERAGE WEIGHT RANGE (GM),question
87672097.json,243,311,284,326,16- 30,answer
87672097.json,448,314,560,326,Camm Research,answer
87672097.json,97,352,250,363,ROUTE OF COMPOUND ADMINISTRATION,header
87672097.json,290,355,320,364,☐ P. O.,question
87672097.json,424,356,447,366,☐ I. V.,question
87672097.json,485,355,548,367,☐ INHALATION,question
87672097.json,99,379,178,388,COMPOUND VEHICLE,header
87672097.json,213,380,327,390,☐ % METHYL CELLULOSE,question
87672097.json,368,380,415,391,☐ CORN OIL,question
87672097.json,458,382,497,391,☐ SALINE,question
87672097.json,582,373,699,389,pure solution,answer
87672097.json,118,433,161,442,GROUP NO.,question
87672097.json,225,434,273,443,% SOLUTION,question
87672097.json,365,434,446,451,DOSAGE (mg/kg) BODY WEIGHT,question
87672097.json,570,434,655,454,RESULTS (NO DEAD/NO TESTED,question
87672097.json,573,470,601,487,0 /6,answer
87672097.json,573,499,600,514,0 /6,answer
87672097.json,573,525,600,541,0 /6,answer
87672097.json,573,554,601,572,0 /6,answer
87672097.json,573,582,603,595,0 /6,answer
87672097.json,97,623,208,633,REFERENCE FOR CALCULATION,question
87672097.json,213,612,696,633,"Weil, Carrol S., Biometrics, Vol. 8, No. 3., Sept. 1952,",answer
87672097.json,93,642,154,659,p. 249.,answer
87672097.json,214,669,371,690,"LD0 = 10, 368 mg /kg",answer
87672097.json,96,678,210,689,LD50 95% CONFIDENCE ,question
87672097.json,151,696,678,717,Higher doses were impractical. The recommended safe dose for,answer
87672097.json,93,720,657,770,"trial inhalation in man is 80. 6, 40. 3, or 26. 8 mg per cigarette . when smoked 1, 2 or 3 cigarettes per hour, respectively.",answer
87672097.json,93,798,300,816,Copies to the following:,question
87672097.json,314,798,454,836,H. J. Minnemeyer L. B. Gray,answer
87672097.json,93,897,203,907,LORILLARD RESEARCH CENTER,other
87672097.json,653,900,705,912,FORM ,other

file_name,box.0,box.1,box.2,box.3,text,label
87682908.json,105,331,146,346,Name:,question
87682908.json,102,376,170,389,Institution:,question
87682908.json,103,406,157,420,Address:,question
87682908.json,184,420,215,434,Street,question
87682908.json,186,468,210,479,City,question
87682908.json,304,465,331,478,State,question
87682908.json,184,344,206,359,First,question
87682908.json,302,344,338,358,Middle,question
87682908.json,420,344,444,355,Last,question
87682908.json,503,464,546,474,Country,question
87682908.json,109,497,175,511,Telephone:,question
87682908.json,506,661,553,675,TOTAL,question
87682908.json,324,617,345,631,10),question
87682908.json,645,791,663,869,87682908,other
87682908.json,203,135,397,174,46th Tobacco Chemists' Research Conference,header
87682908.json,201,251,524,280,TH 46 TCRC REGISTRATION FORM,header
87682908.json,105,299,218,317,Please type or print,other
87682908.json,304,420,354,435,P. O. Box #,question
87682908.json,384,464,435,477,ZIP Code,question
87682908.json,299,496,365,509,Area Code:,question
87682908.json,109,524,410,544,Name of spouse participating in the guest programs,question
87682908.json,320,554,392,571,Monday (Y/ N),question
87682908.json,441,554,512,567,Tuesday (Y/ N),question
87682908.json,504,599,557,614,$ 170.00,answer
87682908.json,506,616,558,630,$ $185.00,answer
87682908.json,110,721,629,771,"Send this registration form, along with payment to address noted below in attached envelope. Enclose a cheque or international money order payable in Canadian funds to the 46th Tobacco Chemists Research Conference.",other
87682908.json,310,784,563,862,"Ms. Susan Mathison Canadian Tobacco Manufacturers Council 701- 99 Bank Street Ottawa, Ontario, Canada K1P 6B9 (613) 238- 2799",answer
87682908.json,232,785,281,800,Mail to:,question
87682908.json,109,602,391,619,Advance Registration Fee: (prior to August 10),question
87682908.json,110,619,323,635,Late Registration Fee: (after August,question
87682908.json,176,634,364,651,Extra banquet tickets @ $ 40.00,question

file_name,box.0,box.1,box.2,box.3,text,label
88057519.json,395,483,442,496,Address,question
88057519.json,397,507,419,518,City,question
88057519.json,395,529,426,540,State,question
88057519.json,658,528,676,542,Zip,question
88057519.json,619,584,682,598,BRAND,question
88057519.json,708,409,732,422,1982,other
88057519.json,701,747,719,832,88057519,other
88057519.json,552,270,730,351,New SATIN 100's,header
88057519.json,397,434,476,447,Direct Account,question
88057519.json,395,455,477,472,Please Ship To,question
88057519.json,394,554,469,568,Delivery Date,question
88057519.json,411,582,555,599,No. OF CARTONS,question
88057519.json,574,617,682,634,Satin Filter 100's,answer
88057519.json,574,652,703,670,Satin Menthol 100's,answer
88057519.json,395,796,474,816,Signature of Hetail Purchaser,question
88057519.json,398,830,493,852,Order Taken By Sales Representative,other
88057519.json,518,858,631,867,DIRECT ACCOUNT,other

file_name,box.0,box.1,box.2,box.3,text,label
88547278_88547279.json,78,357,115,375,Sizes:,question
88547278_88547279.json,75,627,116,644,Binding,question
88547278_88547279.json,666,787,691,884,88547278,other
88547278_88547279.json,493,175,519,189,Date:,question
88547278_88547279.json,189,324,224,337,Qty:,question
88547278_88547279.json,468,923,496,938,TEL:,question
88547278_88547279.json,579,927,607,941,FAX:,question
88547278_88547279.json,300,926,317,938,19,other
88547278_88547279.json,68,61,205,132,Quotation Request,header
88547278_88547279.json,496,93,674,120,APPLIED GRAPHICS,header
88547278_88547279.json,190,171,332,238,"Lorillard One Park Avenue New York, NY 10016 Attn: Neil Toumey",answer
88547278_88547279.json,80,175,148,188,Quotation To:,question
88547278_88547279.json,533,171,620,191,"July 7, 1993",answer
88547278_88547279.json,493,195,552,209,Estimate No:,question
88547278_88547279.json,535,205,584,220,4854- 5,answer
88547278_88547279.json,493,224,578,239,Account Executive:,question
88547278_88547279.json,532,238,655,257,Peter Faucetta Jr.,answer
88547278_88547279.json,78,272,210,289,Quantities and Description:,question
88547278_88547279.json,189,285,462,324,H/D 8 Pk. Wide Header 4 C/P + 2 Hits Day- Glo + Spot Varnish,answer
